"b_RE[1]","b_RE[2]","b_RE[3]","b_HIV","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]"
1.9452,2.34,2.6697,1.3414,-0.7376,0.151,-0.2089,0.8026,-0.4962,0.2933
1.177,1.4217,2.8023,1.8927,-0.7439,-0.1212,-0.0806,0.9752,0.0091,0.3995
1.5812,2.0218,3.046,1.6987,-0.5333,-0.2376,-0.0866,0.546,-0.3214,0.7357
1.8498,1.4002,3.5545,2.075,-0.2707,-0.6578,-0.3842,1.1129,0.6955,0.5676
0.4704,2.2714,2.4477,1.6017,-0.2716,-0.1574,-0.1235,0.4949,0.2668,0.7039
0.9696,1.3251,2.9859,1.625,-0.4251,-0.2714,-0.2026,0.8434,0.1938,0.6463
1.5544,2.2333,4.5288,1.9301,0.0602,-0.164,-0.577,1.0406,0.3069,0.5746
1.6954,1.6245,4.9678,1.533,-0.4535,-0.5891,-0.1866,1.0714,0.0596,0.4848
1.1406,1.4624,1.7285,2.0706,-0.5195,-0.0612,0.124,1.249,-0.8429,0.355
1.1688,1.4686,3.4619,1.8976,-0.353,-0.6499,-0.3096,1.2429,0.4079,0.3938
1.6917,1.5827,3.6649,1.4291,-0.889,-0.2374,-0.3717,0.7818,-0.1469,0.6221
1.3277,1.9654,3.3296,1.2004,-0.4388,-0.2616,-0.1828,1.1037,-0.3343,0.3642
0.8764,1.8901,3.2188,1.6073,-0.2597,-0.5551,-0.3236,0.9053,0.3351,0.6209
1.7258,1.9185,3.4509,1.7344,-0.2172,-0.5692,-0.6313,1.1599,0.2147,0.7723
1.7497,2.365,3.0506,1.7085,-0.2276,-0.5916,-0.3099,1.2808,0.1555,0.3488
0.9959,1.5345,4.8663,1.8029,-0.6256,-0.3103,-0.4409,1.1627,-0.3732,0.7627
1.7636,2.3496,4.3438,1.4708,-0.3774,-0.9328,-0.2431,1.1339,0.6045,0.4875
1.48,1.9873,2.4949,1.677,-0.4509,-0.1507,-0.6734,1.2189,0.0555,0.8009
1.2147,1.625,3.4901,1.4942,-0.0959,-0.5338,-0.4114,1.2061,0.045,0.7364
0.8068,2.2128,4.0757,1.4081,-0.4939,-0.4418,-0.7016,1.077,-0.1544,0.9496
1.4434,2.6806,4.7291,1.1335,-0.3243,-0.3649,-0.2512,0.7274,-0.1083,0.6155
1.9973,1.3559,5.355,1.7827,-0.8566,-0.5705,-0.2425,1.1281,0.033,0.4516
1.1595,1.5955,4.2149,0.9685,-0.2016,-0.2269,-0.5991,1.3696,-0.0044,0.4276
1.5747,0.8185,3.4481,2.0228,0.0374,-0.6619,-0.024,1.4734,0.2824,0.2843
1.401,2.1385,2.7753,1.6202,-0.1757,-1.1518,-0.2372,1.2918,0.72,0.1992
1.6114,2.1212,4.179,1.3107,-0.4785,-0.5542,-0.1848,1.1105,-0.1179,0.3397
1.2489,1.2007,4.9285,1.6555,0.0954,-0.8288,-0.0467,0.9842,0.2002,0.6368
0.7909,1.8142,2.5417,1.1536,-0.0994,-0.6431,-0.7747,1.2152,0.3388,0.547
1.3237,2.8345,2.5605,1.2784,-0.651,-0.3956,-0.1514,0.8315,0.2258,0.2836
1.1873,1.9992,2.987,1.5301,-0.388,-0.1323,-0.0708,0.9176,0.0242,0.3962
0.8874,2.0151,3.3174,1.2621,-0.6991,-0.3802,-0.0054,0.7506,0.1809,0.2587
1.1383,1.0869,3.8368,1.2138,-0.403,-0.2226,-0.2614,0.8,-0.1228,0.4811
0.9013,1.4951,3.2996,1.4123,0.25,-0.4806,-0.1698,1.7166,0.1462,0.403
1.6363,1.8024,3.8819,1.2972,-0.6903,-0.3393,0.0208,0.8232,0.0728,0.1231
0.9333,1.788,3.1777,1.6021,-0.4791,-0.5,-0.2235,1.1073,-0.0701,0.4412
1.6192,1.7296,2.5856,1.3933,-0.5381,0.0651,-0.0266,1.2101,-0.4808,0.6632
1.6304,1.6504,3.2493,1.9989,-0.3253,-0.5514,-0.2655,1.0004,0.2413,0.4995
1.1409,1.6502,2.4069,1.8329,-0.7131,-0.1266,-0.9049,1.1164,-0.0948,0.7325
1.5228,1.7275,3.1094,1.7793,-0.4369,-0.0201,-0.2983,1.1139,-0.3746,0.5065
1.7358,2.2112,3.0306,1.5247,-0.3914,-0.3472,-0.6962,1.1674,0.1692,0.3516
1.1733,1.0287,2.6156,2.1987,-0.7657,-0.0342,-0.4873,1.4152,-0.7734,0.6624
1.6831,1.6926,3.3395,1.2093,-0.1287,-0.4421,-0.3064,1.0444,0.1951,0.4257
1.7809,1.794,3.3847,1.2962,-0.6602,-0.7386,-0.32,0.7791,0.2827,0.3632
1.4538,1.4221,3.2192,1.1369,0.0172,-0.2337,-0.0253,1.2123,-0.6084,0.2514
1.4415,1.6333,1.8296,1.6247,-0.1948,-0.6348,-0.3881,1.3146,0.0484,0.4019
1.0295,1.6709,2.9554,1.4716,-0.2394,-0.5398,-0.257,0.8372,0.5465,0.5686
1.8213,2.9932,3.6229,0.6687,-0.2573,-0.6405,-0.1423,1.2015,-0.2345,-0.0471
0.8634,1.857,3.9233,0.8941,-0.449,-0.6674,0.2351,0.6559,0.2169,0.5567
1.3236,2.3843,4.5971,1.2075,-0.3487,-0.1898,-0.3576,1.1063,-0.4521,0.5198
1.1095,1.8071,2.4443,2.4116,-0.1884,-0.3048,-0.2434,1.3782,0.2347,0.4177
1.1112,1.3405,2.6487,1.4926,-0.0395,-0.7793,0.0605,1.1852,0.1775,0.3114
2.0829,1.6049,5.7412,1.4364,-0.1749,-0.5531,-0.1485,1.2055,-0.5359,0.1342
1.956,2.3591,3.5087,1.3036,-0.4992,-0.4858,-0.0197,0.613,0.3213,0.3342
1.6246,1.2831,2.6406,1.8022,-0.4974,-0.3624,-0.1519,1.2656,-0.477,0.5032
0.9023,3.1371,3.4354,1.89,-0.2587,-0.6641,-0.2478,0.9261,0.547,0.6128
1.0304,1.98,4.0073,1.1256,-0.2119,-0.0875,-0.5472,1.2845,-0.0944,0.6991
1.2175,1.8692,2.6774,1.228,-0.134,-1.0698,-0.5997,1.2046,0.862,0.8553
1.0841,1.7174,4.1423,1.4984,-0.399,-0.4696,-0.3305,0.8459,0.3164,0.5944
2.5896,1.8589,4.0324,1.9186,-0.1737,-0.3369,-0.0497,0.9505,0.0917,0.2047
1.2476,1.5925,2.4185,1.0676,-0.6372,-1.216,0.2089,0.9103,0.1564,0.4642
2.095,1.5407,4.0845,1.1755,-0.8487,0.0715,0.0571,0.7839,-0.568,0.0702
1.2251,1.4542,3.8144,1.0515,-0.0733,-0.6771,-0.2598,1.2232,0.1131,0.2906
0.4211,0.7597,2.4501,0.8533,-0.2435,-1.4474,-0.0716,1.7522,0.3013,0.1777
1.6802,1.8636,6.1029,1.389,-0.136,-0.8302,-0.1738,1.2766,0.1328,0.4387
1.1791,1.3722,2.8854,1.8235,-0.6486,-0.1306,-0.1568,0.8892,0.0404,0.6099
1.3607,1.4759,3.3412,1.0496,-0.584,-0.4456,-0.4707,1.039,0.0511,0.7429
1.052,2.9878,3.6092,0.9127,-0.1302,-0.6995,-0.281,0.6347,0.5221,0.5232
1.4599,3.1509,3.8949,1.5063,-0.3429,-0.4992,-0.2568,1.0272,-0.1934,0.5596
0.7234,2.0365,4.4763,1.065,-0.4995,-0.1637,-0.2122,0.4171,8e-04,0.3688
1.2037,1.2442,3.5659,1.4281,-0.5052,-0.5889,-0.1897,0.9086,0.1922,0.3923
0.8833,1.6321,2.204,1.8464,-0.6423,-0.2142,-0.6798,1.3355,0.214,0.6276
0.9614,1.3298,2.3646,1.7968,-0.585,-0.6737,-0.0596,1.0517,0.547,0.2298
1.5367,1.6903,4.3093,1.628,-0.4401,-0.3776,0.0924,0.7471,0.4256,0.1242
1.4075,1.6124,2.6233,1.49,-0.4443,-0.7305,-0.0186,1.0366,0.2172,0.4964
1.0373,1.6606,2.6752,1.4276,-0.5681,-0.6051,0.0746,0.71,-0.5517,0.7048
1.2199,1.3956,4.5512,1.2018,-0.5617,-0.9316,-0.0653,1.0926,0.2761,0.09
0.6593,1.4895,1.511,2.2449,-0.7119,-0.029,-0.8722,1.611,-0.9599,0.3785
1.4701,2.0679,2.824,1.1617,-0.5759,-0.8371,-0.315,0.6825,0.712,0.6399
1.253,1.3082,5.3832,1.6265,0.3778,-0.3922,-0.6488,1.2647,-0.1698,0.58
1.2706,1.8392,4.2129,1.4631,-0.5187,-0.7785,-0.1065,0.8249,0.1449,0.5477
1.2334,2.7816,3.3439,1.3698,-0.653,-0.226,-0.2469,0.5525,-0.1322,0.4207
1.7811,1.753,3.4349,1.5358,-0.5681,-0.2486,-0.203,0.9461,0.1601,0.4344
1.5024,2.3945,4.3879,1.3429,-0.0859,-0.2968,-0.4806,1.533,0.0089,0.1434
1.2564,1.6855,2.8655,1.5532,-0.6882,-0.3869,-0.2229,1.0249,0.1429,0.6383
1.3466,2.3805,3.6339,1.1908,-0.7579,-0.1855,-0.0994,0.6802,0.283,0.4388
0.3744,1.2058,2.8492,1.8392,-0.3864,-0.3683,-0.5918,1.3449,-0.0232,0.5207
2.1934,1.6662,3.4894,1.2099,-0.4859,0.0884,-0.2755,0.9513,-0.3076,0.3335
1.3412,2.0778,4.527,0.8839,-0.3187,-0.5845,0.1451,0.6411,0.379,0.3255
1.2735,1.3575,2.4799,1.0757,-0.5914,-0.9588,0.1031,1.7121,-0.2132,0.2761
0.7585,1.5456,2.4882,1.4321,-0.3196,-0.2026,-0.2652,1.0597,0.0428,0.239
0.642,1.4404,1.4218,1.9982,-0.7418,0.0308,0.0056,1.452,-0.2972,0.1101
1.4356,1.6411,2.4487,2.2345,-0.4822,-0.0956,-0.5735,1.2832,-0.3889,0.8416
2.1364,1.9129,2.8181,1.5192,-0.3376,-0.2435,-0.0462,0.5925,-0.1175,0.527
0.9903,1.8085,3.2067,2.2232,-0.0167,-0.6369,-0.5748,1.3911,0.1641,0.4698
1.7783,1.8459,3.3362,1.7055,-0.6864,-0.1361,-0.2785,0.8336,0.1314,0.4833
1.1435,1.5649,3.1471,1.6158,-0.7201,-0.1942,-0.3109,1.1373,-0.4352,0.3589
1.4928,2.0259,3.6112,1.2526,-0.3441,-0.1868,-0.2646,1.0892,-0.5288,0.1705
1.5583,1.7805,3.5624,1.9761,-0.3334,-0.0499,-0.5265,1.2528,-0.1776,0.5112
1.66,1.8508,3.486,1.3341,-0.2365,-0.2491,-0.5184,0.8431,-0.201,0.2854
1.6849,1.9662,3.8831,1.6146,-0.6347,-0.6119,-0.3638,1.0472,0.1603,0.2621
1.1928,1.5538,2.7755,1.5169,-0.7828,-1.0615,-0.4418,0.8994,0.3434,0.3739
1.5451,1.8528,3.6369,1.6012,-0.3136,-0.4427,-0.4199,0.9765,0.4598,0.6568
1.6053,1.8231,3.3335,1.3184,-0.5333,-0.2026,-0.5974,1.0347,-0.1725,0.5238
1.8292,1.4768,3.978,1.6958,-0.2167,-0.3886,-0.2819,1.0581,-0.5515,0.4074
1.2147,1.8567,3.1911,1.4962,-0.9924,-0.0754,-0.3946,0.8061,-0.2877,0.4257
1.4981,2.1952,2.5924,0.7866,-0.3803,-0.7589,-0.5921,1.2259,0.2264,0.5658
1.1055,1.1297,3.398,1.3846,-0.7197,-0.2717,0.1042,1.0632,-0.0788,0.3925
0.9819,1.2829,5.8471,1.31,-0.1152,-0.5496,-0.5568,0.998,0.1959,0.5957
1.2428,2.1684,2.5275,1.3239,-0.31,-0.0405,-0.593,1.0756,-0.1064,0.5172
1.6185,1.7236,2.1732,2.3659,-1.0729,0.0704,-0.3525,0.8595,-0.2665,0.6196
1.4365,1.3782,2.8546,1.5458,-0.5636,-0.6627,-0.4083,0.7623,0.235,0.7069
1.8023,1.278,3.8018,2.1011,-0.1412,-0.3102,-0.0596,1.2451,0.3122,0.398
1.5832,2.268,2.6204,1.4321,-0.2931,-0.4409,-0.4352,1.106,0.0287,0.6409
0.7308,1.546,2.5536,1.6117,-0.3965,-0.3251,0.1167,0.7834,-0.0123,0.5496
1.4433,2.2908,3.5755,1.6306,-0.564,-0.5693,-0.4284,0.8741,0.162,0.2117
1.432,2.677,3.4526,1.4821,-0.4996,-0.2157,-0.3007,1.1067,0.2188,0.6816
1.8028,1.4723,3.2564,1.8392,-0.5906,-0.284,-0.3643,1.1184,-0.286,0.4585
2.3453,1.4199,2.4563,1.348,-0.3567,-0.364,-0.1997,1.0498,0.0647,0.4237
1.1343,1.5932,2.0441,1.6546,-0.4652,-0.6941,-0.4386,1.3614,-0.1502,0.369
1.2455,2.0115,3.5857,1.5124,-0.0844,-0.4051,-0.5604,1.1963,-0.0103,0.5274
1.1062,1.872,2.5162,1.017,-0.4845,-1.3225,-0.0528,0.8909,0.6731,0.0814
1.3789,1.8415,4.4427,1.4659,0.0726,-0.4091,-0.2214,1.3897,-0.1926,0.6073
0.3396,1.4769,1.8171,1.5453,-0.2057,-0.0497,-0.3019,0.7531,-0.2638,0.5237
1.2056,1.3151,2.327,2.7901,-0.9339,-0.8664,-0.3672,1.1302,-0.0326,0.5024
1.2265,1.7543,4.6932,1.6194,0.0651,-0.6649,-0.4602,1.078,0.7185,0.624
0.9344,2.5177,2.0443,1.3532,-0.1442,-0.8145,-0.2112,1.0473,0.3992,0.4058
1.5131,1.5564,6.2601,1.1657,-0.0546,-0.4222,0.1644,0.7894,0.095,0.4131
1.3385,2.4528,3.7477,1.4823,-0.9291,-0.6963,-0.1394,0.7093,0.1544,0.5406
1.5184,1.1506,3.5451,1.5266,-0.7448,-0.4666,-0.3063,1.1459,-0.6734,0.1022
1.778,2.1732,3.5601,1.3552,-0.5943,-0.4052,-0.1762,0.9567,0.3262,0.183
1.5622,2.6058,3.6817,1.3709,-0.343,-0.1434,-0.3451,0.9229,-0.1208,0.5278
0.8604,1.5429,2.3719,2.0947,-0.4071,-0.6983,-0.1784,1.766,0.3895,0.303
1.1404,1.754,3.2546,1.4858,0.1867,-0.6845,-0.3183,1.4576,0.0192,0.3974
1.2932,1.7972,4.7557,1.4046,-0.0519,-0.8823,-0.2427,1.2642,0.1381,0.1512
1.3175,1.3662,2.0361,1.5077,-0.7997,-1.1903,-0.5907,0.9704,0.5813,0.7642
1.093,2.4181,2.7637,1.5468,-0.2875,-0.5686,-0.2267,0.95,0.3257,0.2296
1.392,1.4695,2.4564,2.1508,-0.3962,-0.7863,-0.2481,1.6787,0.4735,0.5832
1.9046,1.8603,4.3503,1.6116,-0.3319,-0.4642,-0.5623,0.8248,0.033,0.5855
1.4622,1.4291,5.0086,1.5934,-0.2628,-0.7377,-0.5912,1.187,0.5615,0.5795
3.6405,1.6556,4.1238,1.068,-0.5197,-0.4837,-0.4771,0.836,0.1984,0.6603
1.0225,1.5215,2.6549,1.8642,-0.6972,-0.1886,-0.7125,1.2248,0.3057,0.5377
1.4599,1.5635,2.9926,1.3779,-0.5406,-0.5426,-0.2536,1.029,-0.5288,0.4841
1.5239,1.0781,3.2349,1.1866,-0.7459,-1.1854,-0.0861,1.2701,0.5606,0.1265
2.2909,1.4667,3.6714,2.22,-0.3372,-0.8519,-0.0622,1.4137,0.2153,0.1312
1.5134,2.4633,4.149,1.54,-0.3692,-0.9591,-0.3827,0.4873,0.6278,0.4456
0.4285,1.3518,2.9325,1.965,0.3079,0.0622,-0.4755,1.9656,-0.5109,0.6062
1.1653,1.5089,3.5678,1.1834,-0.256,-0.9989,-0.0498,1.1969,0.6504,0.6251
0.8252,1.3949,2.7052,2.1537,0.2581,-1.1831,-0.6332,1.7393,0.2294,0.2423
1.5486,2.7982,4.2008,1.1014,-0.7713,-0.7242,0.0182,0.6864,-0.0013,0.494
1.0215,2.6705,3.3334,0.8385,-0.5985,-0.5206,3e-04,0.839,0.2682,0.1688
1.909,2.1732,3.3992,1.4939,-0.4914,-0.8957,-0.3086,0.9607,0.5094,0.4906
1.3063,1.876,4.4234,1.001,-0.6804,-0.1378,-0.0763,0.6014,-0.1695,0.496
1.5442,1.6863,4.3669,1.8899,-1.2732,-0.8858,-0.2149,0.401,0.39,0.7406
1.0563,1.7813,2.6886,2.2,-0.3028,-0.5508,-0.4646,1.2968,0.1835,0.755
1.78,2.0944,2.8122,1.5796,-0.3038,-0.412,-0.5417,1.1941,0.2702,0.3404
1.9738,2.32,4.3335,1.112,-0.3395,-0.8511,0.0269,0.6912,0.7161,0.2094
0.9131,2.4664,2.6948,1.3739,-0.6452,0.2035,-0.039,0.6515,-0.2959,0.6578
1.5585,1.5304,2.7847,1.4308,-0.1859,-0.6714,-0.5794,1.2679,0.1366,0.6895
1.4754,1.849,2.6995,1.5794,-0.3052,-0.1794,-0.3742,1.0415,0.1195,0.5624
1.1577,1.8462,2.55,1.4399,-0.4174,-0.0338,-0.3867,1.1848,-0.4226,0.4962
1.1367,2.3712,4.6686,0.7036,-0.2774,-0.2978,-0.0079,0.8827,-0.1204,0.466
0.9468,1.4272,3.0348,1.1595,-0.8372,-0.2141,-0.1593,0.8152,0.2621,0.5296
1.9626,2.1358,4.8036,1.2132,-0.8216,-0.319,-0.1675,0.5173,-0.5986,0.282
0.7656,1.0912,1.8633,1.9664,-0.3983,-1.4991,-0.5418,1.6523,0.9557,0.2242
1.4269,1.6907,2.3396,1.4643,-1.1443,-0.2428,-0.2175,0.4433,0.022,0.7428
1.8268,1.9474,2.6015,2.0194,-0.6019,-0.6273,-0.2787,1.0991,0.3228,0.4965
1.1152,2.3142,4.2479,1.2412,-0.2859,0.0144,-0.2948,0.6027,-0.1082,0.3705
1.4161,1.5019,4.0339,1.4853,-0.2918,-0.755,-0.4646,0.999,0.575,0.762
0.8985,2.2752,3.0907,1.528,-0.0409,-0.2987,-0.3977,1.2259,-0.2336,0.2683
1.377,1.6428,2.7006,1.809,-0.7685,-0.4281,-0.2121,1.0892,0.1144,0.4754
1.0063,1.8774,5.5923,1.8954,0.0045,-0.652,-0.5763,1.3408,0.1954,0.5822
1.2127,1.6642,3.0973,1.4161,-0.2821,-0.7443,-0.361,1.4399,-0.2384,0.4169
0.8379,1.6467,2.2423,1.4046,-0.564,-0.4986,-0.0952,0.9832,0.438,0.4178
1.3818,1.8855,5.0455,1.5474,-0.779,-0.2676,-0.2043,0.52,0.0088,0.8246
1.5913,2.9538,3.4741,1.8993,-0.2499,-0.1133,-0.384,1.0764,-0.2644,0.5653
1.062,1.6693,3.3557,1.3562,-0.4987,-0.6275,-0.5616,1.2644,0.2093,0.5692
1.4935,1.1714,4.6157,2.147,-0.4425,-0.4749,-0.5462,1.3349,0.3233,0.5853
2.1105,1.9577,4.3541,1.5345,-0.662,-0.5846,-0.0623,0.6057,0.2559,0.4174
2.655,2.8623,3.0842,1.4055,-0.7425,0.0752,-0.2835,1.0536,-0.4793,0.5391
1.3352,1.9309,4.0868,1.0311,-0.355,0.0637,-0.0641,0.6287,-0.4073,0.521
1.2294,1.2198,2.4125,1.8484,-0.0512,-0.5573,-0.5216,1.403,0.3565,0.4921
1.0029,1.3896,2.0877,1.0769,-0.1687,-0.1073,-0.4972,1.3371,-0.0444,0.7927
1.7319,1.3661,4.3498,2.114,-1.145,-0.2426,-0.4002,0.7418,-0.3628,0.8427
1.6936,1.6369,4.0118,1.428,-0.7579,-0.5288,-0.5033,0.7896,-0.0839,0.3829
1.4617,2.0362,3.2068,1.6474,-0.6131,-0.1912,-0.007,0.7717,-0.1655,0.4116
1.7911,2.2901,3.0424,1.4712,-0.1381,-0.414,-0.5108,1.2867,-0.0199,0.6406
2.0309,1.784,2.9995,1.569,-0.648,-0.3875,-0.2457,0.7054,-0.0575,0.4872
1.6704,2.0264,4.8179,1.1387,-0.141,-0.7878,-0.0862,1.1808,0.2233,0.2305
1.3379,1.9117,3.6512,1.8572,-0.6617,0.0156,-0.4262,0.7567,-0.4928,0.5356
1.0936,1.9934,3.211,1.8894,-0.4518,-0.7275,-0.3148,0.9405,-0.0448,0.5191
1.1294,1.2237,2.5375,1.4648,0.0303,-1.0261,-0.1107,1.5951,0.1825,0.1224
1.4496,1.8657,3.7718,1.4021,-0.6514,-0.2052,-0.3157,0.9564,-0.2131,0.3502
1.2012,1.9093,3.0765,1.7143,-0.6182,-0.2401,-0.6422,1.5074,-0.3637,0.4856
1.1374,1.3406,2.128,2.4517,-0.45,-0.5041,-0.5157,1.5741,0.4272,0.4584
1.0761,1.4588,2.8543,1.4688,-0.8543,-0.6229,-0.1501,1.1492,0.0735,0.4254
1.2148,1.7651,3.6806,1.6643,-0.6027,-0.5931,-0.4144,1.0407,0.1485,0.5089
1.947,1.497,3.1589,1.5098,-0.2362,-1.0541,-0.3301,0.944,0.4506,0.638
1.2486,2.6786,2.9093,0.5979,-0.8545,-0.2349,-0.1315,0.4303,0.009,0.4757
1.298,1.6314,3.3137,1.4446,-0.5467,-0.2812,-0.482,1.1701,-0.2711,0.4896
1.2263,1.7878,2.843,1.4805,-0.2707,-0.4931,-0.2494,1.0786,0.3984,0.4051
1.5626,1.3726,2.9215,1.7028,-0.6199,0.0579,0.1618,0.5468,-0.2954,0.6634
1.3408,2.1667,3.4642,1.8129,-0.5549,-0.0435,-0.2009,1.0784,-0.0756,0.2437
1.0768,2.011,2.5001,1.6574,-0.3693,-0.4995,-0.2637,0.7265,0.4607,0.5625
1.47,1.6569,3.0698,0.9006,-0.1386,-0.2747,-0.1815,1.4873,-0.0382,0.0773
1.7318,1.8991,2.9784,1.378,-0.6747,-0.4732,-0.6954,1.3709,-0.8481,0.5125
1.0404,1.2704,3.19,2.2353,-0.4903,-0.5815,-0.3953,1.2255,1.0835,0.938
1.4582,1.4834,3.2081,1.9215,-0.1637,-0.4137,-0.4272,1.2798,-0.4722,0.5326
1.7647,1.4702,3.6833,1.177,-0.5429,-0.6268,-0.1902,1.2062,0.0894,0.3291
1.5747,2.1301,2.4901,1.5874,-0.5877,0.1667,-0.2203,1.0883,-0.2774,0.2433
1.0321,2.4186,3.6856,1.2068,-0.5702,-0.4151,-0.3702,0.8463,0.1319,0.7441
1.1887,1.5245,2.7747,1.1573,-0.5074,-0.505,-0.0372,0.8413,0.082,0.5891
1.0601,1.5939,2.964,2.1656,-0.3129,-0.3886,-0.5496,1.3438,0.2563,0.7565
1.8294,2.4865,3.7914,1.2437,-0.1209,-0.4973,0.0145,0.9336,0.3048,0.526
1.6035,1.7602,3.2245,1.3606,-0.3491,-0.6803,-0.2617,1.3182,0.143,0.1011
1.2915,2.2614,3.1096,1.5227,-0.4637,-0.0042,-0.4291,1.2,-0.1945,0.2541
0.9919,1.2482,3.0104,1.8495,-0.0642,-0.9516,-0.1015,1.4603,0.3921,0.5463
1.4823,2.5191,4.0808,1.2721,-0.332,-0.6253,-0.3884,0.9735,-0.0159,0.3954
0.7685,2.7504,1.923,1.7093,-0.4193,0.5628,-0.2708,0.7973,-0.4646,0.7239
1.1835,2.0715,2.7465,1.5893,-0.6567,-0.6675,-0.0112,1.417,-0.1097,0.7931
1.2506,1.5672,2.3374,2.0568,-0.5024,-0.7975,-0.38,1.1352,0.2674,0.3579
1.4781,1.5503,4.2962,1.5282,-0.3813,-0.6294,-0.2631,0.7853,0.3045,0.5742
0.8558,0.916,3.6048,1.4755,-0.2538,-0.5919,-0.0697,1.3224,-0.2134,0.5131
1.3962,1.8714,3.2172,1.3867,-0.0238,-0.5714,-0.3678,1.4551,-0.0497,0.3175
1.973,2.2734,2.954,1.3998,-0.5392,-0.0731,-0.4015,1.0199,0.1087,0.2408
1.7553,2.3597,2.6155,1.5323,-0.3986,-0.4893,-0.3668,1.0258,-0.3089,0.6489
1.5762,1.7591,4.2593,0.9411,-0.7112,-0.6977,-0.4603,0.6108,0.4508,0.1604
1.0644,2.35,3.1182,1.2605,-0.7353,-0.7085,-0.1585,1.1905,-0.54,0.2176
1.6998,1.8339,4.3455,1.776,-0.8456,-0.638,-0.0732,0.5972,0.3041,0.5495
1.3533,2.041,2.2126,1.2249,-0.0255,-0.6827,-0.1076,1.0012,0.7717,0.5765
1.7775,2.4724,2.7594,1.4844,-0.5849,-0.2885,-0.3501,1.0034,-0.2134,0.3824
1.3857,1.5716,3.3226,1.5474,-0.6927,-0.3529,-0.3822,1.569,-0.122,0.4343
0.9058,1.7701,3.0261,1.1964,-0.3224,-0.1959,-0.4657,1.4541,-0.4832,0.182
1.1961,0.8839,2.4399,1.3733,-1.0151,0.0847,-0.4175,1.2882,-0.8676,0.3935
1.8031,2.1968,3.5566,1.629,-0.605,-0.3177,-0.3561,1.098,-0.2651,0.2838
1.6174,1.3144,2.4725,2.0139,-0.8954,-0.5962,-0.4618,1.0841,0.1158,0.5248
1.401,2.1249,4.441,1.4639,-0.4457,-0.4692,-0.4736,1.0559,0.0903,0.6206
1.0041,1.7231,4.0324,1.6894,-0.3137,-0.1619,-0.4642,0.915,0.2551,0.5725
0.6424,1.7327,3.8378,1.7852,-0.2979,-0.3117,-0.279,1.064,0.2564,0.3438
1.0518,1.53,4.0307,1.6144,-0.3046,-0.7923,-0.4028,1.331,-0.0547,0.2772
0.8751,1.891,2.8485,1.9191,-0.2595,-0.7063,-0.0967,1.0891,0.128,0.2837
1.576,1.3241,3.6865,1.4748,-0.8775,-0.6782,-0.0804,0.6559,0.3491,0.8502
1.4521,1.6149,2.7205,1.7328,-0.307,-0.1814,-0.8234,0.8287,0.4813,0.7098
0.8446,2.0941,3.8231,1.5962,-0.1991,-0.4658,-0.3477,1.1662,-0.2732,0.5247
1.0033,1.4846,2.4205,1.8859,-0.3413,-1.0176,-0.2904,0.8508,0.2987,0.4828
0.6764,1.2088,2.7274,1.657,-0.0729,-0.8203,-0.3817,1.254,0.7296,0.4923
0.4449,1.2913,2.0581,1.0781,0.2975,-1.0623,-0.5018,1.5025,0.5931,0.1771
1.1238,1.6267,2.6634,2.3577,-0.2104,-0.722,-0.3771,1.4637,0.0669,0.4681
1.1481,1.7775,3.6617,2.1027,-0.6419,-0.3526,-0.5638,1.0435,-0.1068,0.553
1.0901,1.2782,3.1205,1.3149,-0.8963,-1.0132,-0.1347,1.0895,-0.3674,0.4247
1.3997,1.3997,3.0025,0.5984,-0.4154,-0.5268,0.4596,0.8498,-0.3436,0.2987
1.1338,1.3425,3.0478,1.7352,-0.2506,-0.3619,-0.2718,1.215,-0.211,0.5628
0.5367,2.5419,2.6561,0.8093,-0.5504,-0.7712,-0.2882,0.8299,0.5725,0.6177
1.0759,1.5859,2.4587,2.0025,-0.2758,-0.5919,-0.3832,1.3574,0.3144,0.4604
1.6129,1.7022,5.6267,1.1487,-0.5723,-0.4717,-0.211,0.7012,-0.1318,0.3304
1.3621,1.8911,3.0359,1.3542,-0.5823,-0.7355,-0.6579,1.0623,0.1057,0.8822
0.6352,1.9996,8.4188,1.3694,-0.1971,-0.4896,-0.332,1.0522,0.1485,0.6083
1.1917,1.8495,3.1085,1.6504,-0.3018,-0.6927,-0.2594,0.9189,-0.0389,0.4522
1.4235,1.0207,3.2617,1.0299,-0.4542,-0.2388,-0.2169,1.5172,0.0157,0.5222
1.2732,1.7564,7.7141,1.2648,-0.0984,-0.4417,-0.4213,0.7877,0.0774,0.6536
1.195,1.5184,2.6311,1.3257,-0.4485,-0.5778,-0.1188,1.4529,-0.1525,0.4132
1.2041,1.0707,2.4663,1.614,-0.8137,-0.5725,-0.3306,1.617,-0.4161,0.6134
1.1358,2.2152,3.2582,0.8344,-0.662,-0.3997,-0.4318,0.7407,0.0775,0.7725
0.9728,1.0773,1.3569,2.5876,-0.5176,-1.2432,-0.0304,1.4293,0.7644,0.4558
1.2837,2.3252,3.127,1.5124,-0.1871,-0.5964,3e-04,1.1096,-0.2946,0.2342
1.7326,1.8528,3.7684,1.0677,-0.6506,-0.4057,0.0586,0.8594,-0.0768,0.542
1.4075,1.8044,2.6425,0.8123,-0.5965,-0.3969,-0.1731,0.8428,0.1193,0.4448
